	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	1	1:	1326.92
	2	1:	1326.92
	5	1:	-240.385
	6	1:	-1259.62
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	2	1:	2230.77
	2	2:	-240.385
	5	2:	4500
	6	2:	-48.0769
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	5	1:	-240.385
	5	2:	-1259.62
	5	5:	-48.0769
	6	5:	1326.92
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	6	1:	-2250
	6	2:	48.0769
	6	5:	-4480.77
	6	6:	240.385
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	1	1:	1326.92
	2	1:	240.385
	3	1:	596.154
	4	1:	48.0769
	7	1:	-663.462
	8	1:	-240.385
	5	1:	-1259.62
	6	1:	-48.0769
	2	1:	240.385
	2	2:	4500
	3	2:	-48.0769
	4	2:	2230.77
	7	2:	-240.385
	8	2:	-2250
	5	2:	48.0769
	6	2:	-4480.77
	3	1:	596.154
	3	2:	-48.0769
	3	3:	1326.92
	4	3:	1326.92
	7	3:	-240.385
	8	3:	-1259.62
	5	3:	48.0769
	6	3:	-663.462
	4	1:	240.385
	4	2:	48.0769
	4	3:	2230.77
	4	4:	-240.385
	7	4:	4500
	8	4:	-48.0769
	5	4:	-4480.77
	6	4:	240.385
	7	1:	-2250
	7	2:	-663.462
	7	3:	-240.385
	7	4:	-1259.62
	7	7:	-48.0769
	8	7:	1326.92
	7	5:	240.385
	7	6:	596.154
	8	1:	48.0769
	8	2:	-240.385
	8	3:	-2250
	8	4:	48.0769
	8	7:	-4480.77
	8	8:	240.385
	8	5:	4500
	8	6:	-48.0769
	5	1:	2230.77
	5	2:	-1259.62
	5	3:	48.0769
	5	4:	-663.462
	7	5:	240.385
	8	5:	596.154
	5	5:	-48.0769
	6	5:	1326.92
	6	1:	-240.385
	6	2:	-48.0769
	6	3:	-4480.77
	6	4:	240.385
	7	6:	-2250
	8	6:	48.0769
	6	5:	2230.77
	6	6:	-240.385
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	5	5:	1326.92
	6	5:	1326.92
	9	5:	-240.385
	10	5:	-1259.62
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	6	5:	2230.77
	6	6:	-240.385
	9	6:	4500
	10	6:	-48.0769
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	9	5:	-240.385
	9	6:	-1259.62
	9	9:	-48.0769
	10	9:	1326.92
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	10	5:	-2250
	10	6:	48.0769
	10	9:	-4480.77
	10	10:	240.385
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	5	5:	1326.92
	6	5:	240.385
	7	5:	596.154
	8	5:	48.0769
	11	5:	-663.462
	12	5:	-240.385
	9	5:	-1259.62
	10	5:	-48.0769
	6	5:	240.385
	6	6:	4500
	7	6:	-48.0769
	8	6:	2230.77
	11	6:	-240.385
	12	6:	-2250
	9	6:	48.0769
	10	6:	-4480.77
	7	5:	596.154
	7	6:	-48.0769
	7	7:	1326.92
	8	7:	1326.92
	11	7:	-240.385
	12	7:	-1259.62
	9	7:	48.0769
	10	7:	-663.462
	8	5:	240.385
	8	6:	48.0769
	8	7:	2230.77
	8	8:	-240.385
	11	8:	4500
	12	8:	-48.0769
	9	8:	-4480.77
	10	8:	240.385
	11	5:	-2250
	11	6:	-663.462
	11	7:	-240.385
	11	8:	-1259.62
	11	11:	-48.0769
	12	11:	1326.92
	11	9:	240.385
	11	10:	596.154
	12	5:	48.0769
	12	6:	-240.385
	12	7:	-2250
	12	8:	48.0769
	12	11:	-4480.77
	12	12:	240.385
	12	9:	4500
	12	10:	-48.0769
	9	5:	2230.77
	9	6:	-1259.62
	9	7:	48.0769
	9	8:	-663.462
	11	9:	240.385
	12	9:	596.154
	9	9:	-48.0769
	10	9:	1326.92
	10	5:	-240.385
	10	6:	-48.0769
	10	7:	-4480.77
	10	8:	240.385
	11	10:	-2250
	12	10:	48.0769
	10	9:	2230.77
	10	10:	-240.385
