	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	1	1:	1326.92
	1	2:	-240.385
	1	5:	-1259.62
	1	6:	48.0769
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	2	1:	-240.385
	2	2:	4500
	2	5:	-48.0769
	2	6:	-4480.77
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	5	1:	-1259.62
	5	2:	-48.0769
	5	5:	1326.92
	5	6:	240.385
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	6	1:	48.0769
	6	2:	-4480.77
	6	5:	240.385
	6	6:	4500
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	1	1:	1326.92
	1	2:	240.385
	1	3:	596.154
	1	4:	48.0769
	1	7:	-663.462
	1	8:	-240.385
	1	5:	-1259.62
	1	6:	-48.0769
	2	1:	240.385
	2	2:	4500
	2	3:	-48.0769
	2	4:	2230.77
	2	7:	-240.385
	2	8:	-2250
	2	5:	48.0769
	2	6:	-4480.77
	3	1:	596.154
	3	2:	-48.0769
	3	3:	1326.92
	3	4:	-240.385
	3	7:	-1259.62
	3	8:	48.0769
	3	5:	-663.462
	3	6:	240.385
	4	1:	48.0769
	4	2:	2230.77
	4	3:	-240.385
	4	4:	4500
	4	7:	-48.0769
	4	8:	-4480.77
	4	5:	240.385
	4	6:	-2250
	7	1:	-663.462
	7	2:	-240.385
	7	3:	-1259.62
	7	4:	-48.0769
	7	7:	1326.92
	7	8:	240.385
	7	5:	596.154
	7	6:	48.0769
	8	1:	-240.385
	8	2:	-2250
	8	3:	48.0769
	8	4:	-4480.77
	8	7:	240.385
	8	8:	4500
	8	5:	-48.0769
	8	6:	2230.77
	5	1:	-1259.62
	5	2:	48.0769
	5	3:	-663.462
	5	4:	240.385
	5	7:	596.154
	5	8:	-48.0769
	5	5:	1326.92
	5	6:	-240.385
	6	1:	-48.0769
	6	2:	-4480.77
	6	3:	240.385
	6	4:	-2250
	6	7:	48.0769
	6	8:	2230.77
	6	5:	-240.385
	6	6:	4500
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	5	5:	1326.92
	5	6:	-240.385
	5	9:	-1259.62
	5	10:	48.0769
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	6	5:	-240.385
	6	6:	4500
	6	9:	-48.0769
	6	10:	-4480.77
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	9	5:	-1259.62
	9	6:	-48.0769
	9	9:	1326.92
	9	10:	240.385
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	10	5:	48.0769
	10	6:	-4480.77
	10	9:	240.385
	10	10:	4500
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	0	0:	0
	5	5:	1326.92
	5	6:	240.385
	5	7:	596.154
	5	8:	48.0769
	5	11:	-663.462
	5	12:	-240.385
	5	9:	-1259.62
	5	10:	-48.0769
	6	5:	240.385
	6	6:	4500
	6	7:	-48.0769
	6	8:	2230.77
	6	11:	-240.385
	6	12:	-2250
	6	9:	48.0769
	6	10:	-4480.77
	7	5:	596.154
	7	6:	-48.0769
	7	7:	1326.92
	7	8:	-240.385
	7	11:	-1259.62
	7	12:	48.0769
	7	9:	-663.462
	7	10:	240.385
	8	5:	48.0769
	8	6:	2230.77
	8	7:	-240.385
	8	8:	4500
	8	11:	-48.0769
	8	12:	-4480.77
	8	9:	240.385
	8	10:	-2250
	11	5:	-663.462
	11	6:	-240.385
	11	7:	-1259.62
	11	8:	-48.0769
	11	11:	1326.92
	11	12:	240.385
	11	9:	596.154
	11	10:	48.0769
	12	5:	-240.385
	12	6:	-2250
	12	7:	48.0769
	12	8:	-4480.77
	12	11:	240.385
	12	12:	4500
	12	9:	-48.0769
	12	10:	2230.77
	9	5:	-1259.62
	9	6:	48.0769
	9	7:	-663.462
	9	8:	240.385
	9	11:	596.154
	9	12:	-48.0769
	9	9:	1326.92
	9	10:	-240.385
	10	5:	-48.0769
	10	6:	-4480.77
	10	7:	240.385
	10	8:	-2250
	10	11:	48.0769
	10	12:	2230.77
	10	9:	-240.385
	10	10:	4500
